title,authors,average_rating,ratings_count,num_pages,cluster_label
Point Counter Point,Aldous Huxley,3.86,9522,432,Mainstream Middles
After Many a Summer Dies the Swan,Aldous Huxley,3.75,2056,368,Mainstream Middles
The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,4.12,4773,281,Hidden Gems
The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,3.74,744569,432,Mainstream Middles
Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney,4.01,309,96,Mainstream Middles
A Separate Peace,John Knowles/David Levithan,3.57,175779,208,Underperformers
Black and Blue,Anna Quindlen,3.88,75494,288,Mainstream Middles
A Virtuous Woman,Kaye Gibbons,3.69,23170,165,Underperformers
Here on Earth,Alice Hoffman,3.69,43028,336,Underperformers
The Heart of a Woman,Maya Angelou,4.2,17966,288,Hidden Gems
The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,3.87,112856,464,Mainstream Middles
Cane River,Lalita Tademy,4.06,42695,522,Mainstream Middles
Where the Heart Is,Billie Letts,4.02,227716,376,Mainstream Middles
Oprah Winfrey,Katherine E. Krohn,3.79,38,128,Mainstream Middles
Drowning Ruth,Christina Schwarz,3.74,74161,368,Mainstream Middles
Fall on Your Knees,Ann-Marie MacDonald,3.96,55988,672,Mainstream Middles
What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,3.73,19366,244,Mainstream Middles
While I Was Gone,Sue Miller,3.69,56320,304,Underperformers
Mother of Pearl,Melinda Haynes,3.69,19073,465,Underperformers
Breath  Eyes  Memory,Edwidge Danticat,3.88,25200,234,Mainstream Middles
The Book of Ruth,Jane Hamilton,3.85,63595,328,Mainstream Middles
Open House,Elizabeth Berg,3.7,54119,272,Underperformers
The Pilot's Wife,Anita Shreve,3.52,78714,304,Underperformers
Tara Road,Maeve Binchy,3.9,66629,648,Mainstream Middles
A Lesson Before Dying,Ernest J. Gaines,3.95,47143,256,Mainstream Middles
Paradise,Toni Morrison,3.8,19927,318,Mainstream Middles
The Treasure Hunt: A Little Bill Book,Bill Cosby/Varnette P. Honeywood,3.34,364,40,Underperformers
She's Come Undone,Wally Lamb,3.88,294348,465,Mainstream Middles
We Were the Mulvaneys,Joyce Carol Oates,3.73,87367,454,Mainstream Middles
A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,3.81,68554,400,Mainstream Middles
Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91,1005,399,Mainstream Middles
The Meanest Thing To Say,Bill Cosby/Varnette P. Honeywood/Varnette Hon Eywood,3.54,990,40,Underperformers
The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,4080,357,Mainstream Middles
A Fine Balance,Rohinton Mistry,4.36,112196,603,Hidden Gems
The Best Way to Play: A Little Bill Book,Bill Cosby/Varnette P. Honeywood/Varnette Honeywood,3.49,405,40,Underperformers
White Oleander,Janet Fitch,3.96,3112,480,Mainstream Middles
Cry  the Beloved Country,Alan Paton,3.9,3140,316,Mainstream Middles
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,3437,458,Mainstream Middles
Song of Solomon,Toni Morrison,4.06,1730,337,Mainstream Middles
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,90,417,Mainstream Middles
The Bluest Eye,Toni Morrison,4.03,3420,216,Mainstream Middles
The Poisonwood Bible,Barbara Kingsolver,4.06,5773,546,Mainstream Middles
Vergeef me,Wally Lamb/Inge de Heer,4.18,67,744,Hidden Gems
The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,4.23,179,432,Hidden Gems
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,4.13,1059,304,Hidden Gems
Ethan Frome and Summer,Edith Wharton/Elizabeth Strout,3.86,483,274,Mainstream Middles
Collected Stories  1891-1910,Edith Wharton/Maureen Howard,4.26,56,928,Hidden Gems
A Backward Glance,Edith Wharton/Louis Auchincloss,3.76,521,385,Mainstream Middles
The Best Short Stories of Edith Wharton,Edith Wharton,3.77,41,300,Mainstream Middles
Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,4.45,11903,1270,Hidden Gems
Oscar Wilde,Richard Ellmann,4.24,2695,736,Hidden Gems
An Ideal Husband,Oscar Wilde,4.04,32946,78,Mainstream Middles
The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides,4.08,760717,272,Hidden Gems
De Profundis and Other Writings,Oscar Wilde/Hesketh Pearson,4.21,2298,252,Hidden Gems
Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias,3.95,545,94,Mainstream Middles
Travels with Charley: In Search of America,John Steinbeck,4.08,56349,214,Mainstream Middles
Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.35,371,909,Hidden Gems
The Pearl,John Steinbeck,3.46,160706,96,Underperformers
The Life and Times of Scrooge McDuck,Don Rosa,4.67,2467,266,Hidden Gems
The Life and Times of Scrooge McDuck Companion,Don Rosa,4.48,959,208,Hidden Gems
The Last Christmas of Ebenezer Scrooge,Marvin Kaye,4.13,14,168,Hidden Gems
Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli,3.88,8,64,Mainstream Middles
A Christmas Story,Jean Shepherd,4.08,3187,144,Mainstream Middles
My First Story of Christmas,Tim Dowley/Roger Langton,4.07,10,24,Mainstream Middles
The Christmas Story,Jane Werner Watson/Eloise Wilkin,4.43,1304,24,Hidden Gems
A Christmas Carol,Charles Dickens/P.J. Lynch,4.05,4359,160,Mainstream Middles
A Christmas Carol,Charles Dickens,4.05,6671,112,Mainstream Middles
The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech,4.05,276,266,Mainstream Middles
Charles Dickens' A Christmas Carol,Jane Parker Resnick/Christian Birmingham,4.1,58,56,Hidden Gems
Little Dorrit,Charles Dickens/Hablot Knight Browne/David Gates,3.99,291,1347,Mainstream Middles
A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater,4.14,30393,288,Hidden Gems
The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,4.01,1729,128,Mainstream Middles
Hard Times,Charles Dickens,3.52,41041,353,Underperformers
The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.82,52005,360,Mainstream Middles
The Last Juror,John Grisham,3.87,72294,278,Mainstream Middles
The Testament,John Grisham/Jorma-Veikko Sappinen,3.86,89014,535,Mainstream Middles
The Rainmaker,John Grisham,3.94,151818,419,Mainstream Middles
The Partner,John Grisham,3.92,97474,416,Mainstream Middles
The Street Lawyer,John Grisham,3.83,89947,384,Mainstream Middles
The Summons,John Grisham,3.69,58901,384,Underperformers
The Brethren,John Grisham,3.73,76085,384,Mainstream Middles
The King of Torts,John Grisham,3.68,68098,276,Underperformers
Skipping Christmas,John Grisham,3.49,46334,198,Underperformers
The Firm,Robin Waterfield/John Grisham,4.01,540910,76,Mainstream Middles
The Client,John Grisham,4.0,367399,483,Mainstream Middles
A Painted House,John Grisham,3.7,67857,384,Underperformers
Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,222140,743,Hidden Gems
Forever Amber,Kathleen Winsor,3.99,14409,972,Mainstream Middles
Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,3.95,834,160,Mainstream Middles
Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,3.84,4787,96,Mainstream Middles
Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,3.87,2637,336,Mainstream Middles
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,4.24,76,509,Hidden Gems
The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer/Douglas Carrel,3.82,2221,221,Mainstream Middles
The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,4.0,59,341,Mainstream Middles
Dragon's Eye (Stonefort  #1),James A. Hetley,3.43,133,368,Underperformers
Dragon's Eye,Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly,3.51,41,279,Underperformers
"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas/Wallace Tripp,4.39,1004,32,Hidden Gems
Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08,2841,336,Mainstream Middles
The Stand: Das letzte Gefecht,Stephen King/Joachim Körber,4.34,256,1227,Hidden Gems
'Salem's Lot,Stephen King/Jerry N. Uelsmann,4.25,84123,594,Hidden Gems
'Salem's Lot,Stephen King/Ron McLarty,4.02,227,17,Mainstream Middles
'Salem's Lot,Stephen King,4.02,1039,405,Mainstream Middles
Carrie / 'Salem's Lot / The Shining,Stephen King,4.54,13137,1096,Hidden Gems
'Salem's Lot,Stephen King,4.02,178,427,Mainstream Middles
'Salem's Lot,Stephen King,4.02,25,586,Mainstream Middles
Orientalism,Edward W. Said,4.08,873,396,Mainstream Middles
Interpreter of Maladies,Jhumpa Lahiri,4.15,131876,198,Hidden Gems
The Faiths of the Founding Fathers,David L. Holmes,3.89,461,225,Mainstream Middles
Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,3.83,61435,338,Mainstream Middles
Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,3.81,62199,384,Mainstream Middles
Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,4.04,111,86,Mainstream Middles
Nineteen Eighty-Four,George Orwell/Thomas Pynchon,4.18,9910,339,Hidden Gems
Animal Farm / 1984,George Orwell/Christopher Hitchens,4.28,146659,400,Hidden Gems
1984,George Orwell/Erich Fromm,4.18,1322,268,Hidden Gems
Nineteen Eighty-Four,George Orwell,4.18,215,387,Hidden Gems
Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,129179,340,Hidden Gems
Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,421,340,Hidden Gems
Brave New World Revisited,Aldous Huxley,3.95,12989,123,Mainstream Middles
Brave New World,Aldous Huxley,3.99,13353,259,Mainstream Middles
Andrew Carnegie,David Nasaw,3.99,2580,896,Mainstream Middles
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46,3347,1313,Hidden Gems
Children of the Alley,Naguib Mahfouz/Peter Theroux,4.1,1192,464,Hidden Gems
Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,1282,168,Mainstream Middles
Adrift on the Nile,Naguib Mahfouz/Frances Liardet,3.82,411,167,Mainstream Middles
Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,3.85,4815,286,Mainstream Middles
The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,4.36,590,416,Hidden Gems
The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,3.63,809,112,Underperformers
Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27,24181,113,Hidden Gems
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,4.29,55487,252,Hidden Gems
The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,4.06,1320,70,Mainstream Middles
Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,3.99,152,64,Mainstream Middles
Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,3.9,10,80,Mainstream Middles
Dear John,Nicholas Sparks,4.03,502726,276,Mainstream Middles
All the King's Men,Robert Penn Warren,4.09,47324,439,Hidden Gems
Cliffs notes on Warren's All the King's Men,L. David Allen,3.45,3,80,Underperformers
All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,4.0,3,264,Mainstream Middles
Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier,3.98,256,364,Mainstream Middles
Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,4.28,106526,391,Hidden Gems
The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.6,78,3,Hidden Gems
What Do You Care What Other People Think?,Richard P. Feynman,4.27,15700,256,Hidden Gems
Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,4.25,1874,512,Hidden Gems
QED: The Strange Theory of Light and Matter,Richard P. Feynman,4.24,13463,158,Hidden Gems
Kiffe Kiffe Demain (French Edition),Faïza Guène,3.4,19,182,Underperformers
iWoz,Steve Wozniak/Gina Smith,3.87,3536,313,Mainstream Middles
Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,4.11,9017,193,Hidden Gems
Cradle and All,James Patterson,3.86,27869,384,Mainstream Middles
The Creation of the American Republic  1776-1787,Gordon S. Wood,4.12,1792,675,Hidden Gems
Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,1510,832,Mainstream Middles
Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,3.97,57,276,Mainstream Middles
Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.09,114,188,Mainstream Middles
Ethics and the Limits of Philosophy,Bernard Williams,4.06,556,230,Mainstream Middles
On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,4.2,10,232,Hidden Gems
The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,4.23,286,1136,Hidden Gems
The Elephant War,Gillian Avery,3.67,19,256,Underperformers
The Wind in the Willows,Kenneth Grahame/Gillian Avery,3.99,147748,197,Mainstream Middles
The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick,4.14,22,379,Hidden Gems
Holiday Romance and Other Writings for Children,Charles Dickens,3.32,8,368,Underperformers
Ideas Have Consequences,Richard M. Weaver,4.16,970,198,Hidden Gems
The Ethics of Rhetoric,Richard M. Weaver,4.14,65,240,Hidden Gems
Manliness,Harvey Mansfield,3.39,177,304,Underperformers
Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,2415,838,Mainstream Middles
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,443,796,Hidden Gems
Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,27027,467,Hidden Gems
Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,4.31,62,192,Hidden Gems
What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.72,127,230,Underperformers
The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,10580,548,Hidden Gems
The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.16,2486,344,Hidden Gems
The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,3.94,3568,647,Mainstream Middles
If I Die in a Combat Zone,Tim O'Brien,3.95,11,208,Mainstream Middles
If I Die In A Combat Zone,Tim O'Brien,3.95,53,208,Mainstream Middles
Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,4.09,40815,912,Hidden Gems
Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,3.8,186,388,Mainstream Middles
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,4.12,2593,400,Hidden Gems
Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,4.22,86,208,Hidden Gems
Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,4.13,7072,424,Hidden Gems
I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,3.93,237,64,Mainstream Middles
Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,2095,496,Mainstream Middles
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,18793,528,Mainstream Middles
The Language Instinct: How the Mind Creates Language,Steven Pinker,4.03,15441,448,Mainstream Middles
Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,3.75,50,432,Mainstream Middles
Fight Club,Chuck Palahniuk,4.19,388782,218,Hidden Gems
BSD Hacks,Lavigne,3.8,42,450,Mainstream Middles
The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,4.26,27,471,Hidden Gems
Choke,Stuart Woods,3.84,2288,352,Mainstream Middles
Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,3.22,3,272,Underperformers
The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,4.38,20259,210,Hidden Gems
El Aleph,Jorge Luis Borges,4.38,146,253,Hidden Gems
Vanity Fair,William Makepeace Thackeray/John Carey,3.79,102877,867,Mainstream Middles
Vanity Fair,William Makepeace Thackeray/Nicholas Dames,3.79,553,696,Mainstream Middles
Vanity Fair,William Makepeace Thackeray,3.79,296,672,Mainstream Middles
V for Vendetta,Alan Moore/David   Lloyd,4.25,234954,296,Hidden Gems
V.,Thomas Pynchon/Carlos Martín Ramírez,3.96,15174,640,Mainstream Middles
Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,5,400,Mainstream Middles
V for Vendetta,Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore,4.15,2980,358,Hidden Gems
Heaven (Casteel  #1),V.C. Andrews,4.03,13,464,Mainstream Middles
Slow Learner: Early Stories,Thomas Pynchon,3.5,3169,208,Underperformers
A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,4.01,152,424,Mainstream Middles
Casino Royale,Ian Fleming,3.73,371,181,Mainstream Middles
Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,3.7,110,96,Underperformers
Bel Canto,Ann Patchett,3.93,218195,352,Mainstream Middles
Guerilla Film Makers Movie Blueprint,Chris          Jones/Jonathan Newman/Cara Williams,4.2,50,608,Hidden Gems
Mini-Manual of the Urban Guerrilla,Carlos Marighella,3.31,127,66,Underperformers
The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,3.13,37,264,Underperformers
A Bend in the River,V.S. Naipaul,3.77,13147,326,Mainstream Middles
The Middle Passage,V.S. Naipaul,3.61,461,256,Underperformers
Magic Seeds,V.S. Naipaul,3.13,715,280,Underperformers
Half a Life,V.S. Naipaul,3.25,3078,224,Underperformers
North of South: An African Journey,Shiva Naipaul,3.89,279,352,Mainstream Middles
Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,4.3,163,670,Hidden Gems
Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,54,543,Hidden Gems
The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,4.38,1588,592,Hidden Gems
The Sparrow (The Sparrow  #1),Mary Doria Russell,4.16,664,506,Hidden Gems
The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,4.05,548,144,Mainstream Middles
The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd/Jean-Paul Orpinas/Walt Disney Company,3.98,644,122,Mainstream Middles
The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,3.89,730,119,Mainstream Middles
